pre_volatility,predicted_high,predicted_low,actual_next_close,time,pred_error_10m_high,pred_error_10m_low,rmse_increase,rmse_decrease
0.0008654307262159,3488.207496041261,3482.1751142628477,3486.78,2024-07-20 09:19:59.999,1.427496041260838,4.604885737152472,,
0.0008689001047539,3489.810980126033,3483.7516523490726,3484.25,2024-07-20 09:29:59.999,5.560980126032973,0.49834765092737143,,
0.0008352382565524,3487.1613945802046,3481.3410361126835,3492.59,2024-07-20 09:39:59.999,5.428605419795531,11.248963887316677,,
0.0013259402031828,3497.2240370433124,3487.962103340916,3487.01,2024-07-20 09:49:59.999,10.214037043312146,0.9521033409159827,,
0.0013923188983905,3491.868411366,3482.1583483850045,3484.4,2024-07-20 09:59:59.999,7.468411366000055,2.2416516149955896,,
0.0013838337350507,3489.2251681116013,3479.581504500851,3488.63,2024-07-20 10:09:59.999,0.5951681116011969,9.048495499148885,6.094942546199006,6.268961704361193
0.001474973045215,3493.7794319177983,3483.48815775682,3480.93,2024-07-20 10:19:59.999,12.849431917798483,2.5581577568200373,8.020391755925683,6.070948354815627
0.0017461006819884,3487.0133637841654,3474.8572491131963,3484.01,2024-07-20 10:29:59.999,3.0033637841652308,9.152750886803915,7.789477919700669,7.1258096847041
0.0017871108901945,3490.2418790834386,3477.789248029884,3485.03,2024-07-20 10:39:59.999,5.211879083438362,7.24075197011598,7.76476791180924,6.198820889630546
0.0013825291714898,3489.8514877943026,3480.215173447482,3486.4,2024-07-20 10:49:59.999,3.4514877943024658,6.184826552518189,6.699949497541514,6.682038876012705
0.0012595457082772,3490.7940468278366,3482.011484190971,3488.93,2024-07-20 10:59:59.999,1.8640468278367734,6.9185158090290315,6.014336231901935,7.196512121391898
0.0012346341431173,3493.240212321082,3484.625105930491,3487.6,2024-07-20 11:09:59.999,5.64021232108189,2.9748940695089914,6.435464394121417,6.294355198730648
0.0011455843688187,3491.5976294183843,3483.60694758122,3482.86,2024-07-20 11:19:59.999,8.737629418384131,0.7469475812199562,5.15961043508294,6.214595773754947
0.0008357556172346,3485.772036514978,3479.9503962191707,3486.67,2024-07-20 11:29:59.999,0.8979634850220464,6.719603780829402,5.025196902465584,5.6731447769657715
0.0008786036908656,3489.7347472828164,3483.607944232897,3488.89,2024-07-20 11:39:59.999,0.8447472828165701,5.282055767102975,4.565551040906635,5.300614020981144
0.0009024435001643,3492.039947214205,3485.7428941529042,3488.01,2024-07-20 11:49:59.999,4.02994721420464,2.2671058470959906,4.643871308829139,4.7516092613228444
0.0009110313964385,3491.1891345469,3484.8337604255807,3484.81,2024-07-20 11:59:59.999,6.379134546899877,0.023760425580803712,5.269597255149612,3.821026192699489
0.000924007906055,3488.0314800984333,3481.591495199835,3489.68,2024-07-20 12:09:59.999,1.6485199015664875,8.088504800164628,4.787441108912964,4.901961549034219
0.0011177909404611,3493.582913603465,3485.7814466006494,3489.8,2024-07-20 12:19:59.999,3.782913603464749,4.018553399350822,3.546872371214899,5.160203531250867
0.0008715052398133,3492.8427046598445,3486.759945918046,3488.46,2024-07-20 12:29:59.999,4.382704659844421,1.700054081954022,3.9556622585250008,4.425368380406977
0.0008205194812922,3491.3235240176728,3485.598824595895,3493.6,2024-07-20 12:39:59.999,2.276475982327156,8.001175404104742,4.048710254459665,5.060006695224492
0.0009868620025764,3497.0494028545586,3490.1539995509215,3495.41,2024-07-20 12:49:59.999,1.639402854558739,5.2560004490783285,3.7594213986920173,5.417683673752632
0.0009621735474302,3498.774809545202,3492.0484264285,3492.11,2024-07-20 12:59:59.999,6.664809545201933,0.061573571500048274,3.8411331709975025,5.417733306466189
0.0009692612505895,3495.496407797606,3488.726872926055,3489.51,2024-07-20 13:09:59.999,5.986407797605807,0.783127073945252,4.50268965318506,4.30697850763963
0.0008979158129009,3492.644693343024,3486.3781200843987,3490.52,2024-07-20 13:19:59.999,2.124693343023864,4.141879915601294,4.317583644200578,4.326406919593623
0.0009063260899997,3493.6849833805213,3487.357883826982,3494.28,2024-07-20 13:29:59.999,0.5950166194788835,6.922116173018367,3.936900553101051,5.12074684387996
0.0009656833476327,3497.655997818048,3490.9072607532003,3485.65,2024-07-20 13:39:59.999,12.005997818047945,5.257260753200171,6.217673151307003,4.489845435619649
