open_time,open,high,low,close,close_time,log_returns,volatility
2024-07-20 08:00:00,3487.39,3494.09,3482.86,3489.17,2024-07-20 08:29:59.999,,
2024-07-20 08:30:00,3489.16,3489.4,3480.5,3485.85,2024-07-20 08:59:59.999,-0.0009519686683988494,
2024-07-20 09:00:00,3485.84,3487.8,3481.47,3484.25,2024-07-20 09:29:59.999,-0.00045910389466530884,
2024-07-20 09:30:00,3484.25,3494.59,3484.1,3484.4,2024-07-20 09:59:59.999,4.3049945117952136e-05,
2024-07-20 10:00:00,3484.41,3490.81,3480.77,3484.01,2024-07-20 10:29:59.999,-0.00011193371239835851,
2024-07-20 10:30:00,3484.01,3489.78,3482.34,3488.93,2024-07-20 10:59:59.999,0.0014111696978529624,
2024-07-20 11:00:00,3488.92,3489.4,3481.25,3486.67,2024-07-20 11:29:59.999,-0.0006479729568997589,0.0008315104332442614
2024-07-20 11:30:00,3486.68,3491.9,3483.61,3484.81,2024-07-20 11:59:59.999,-0.0005336026336254204,0.0007624066754552577
2024-07-20 12:00:00,3484.81,3491.0,3484.43,3488.46,2024-07-20 12:29:59.999,0.0010468547276494594,0.000844186276685208
2024-07-20 12:30:00,3488.47,3496.62,3487.0,3492.11,2024-07-20 12:59:59.999,0.001045759968782131,0.0009037509832679764
2024-07-20 13:00:00,3492.11,3495.05,3481.2,3494.28,2024-07-20 13:29:59.999,0.0006212078254387489,0.0008749249445462222
2024-07-20 13:30:00,3494.28,3498.2,3483.69,3490.68,2024-07-20 13:59:59.999,-0.0010307862375035248,0.000927429610823695
2024-07-20 14:00:00,3490.69,3496.25,3488.81,3495.77,2024-07-20 14:29:59.999,0.0014571065134863594,0.0009913109892685735
2024-07-20 14:30:00,3495.77,3507.84,3493.54,3497.41,2024-07-20 14:59:59.999,0.00046902840483579864,0.000872933644372759
2024-07-20 15:00:00,3497.41,3504.7,3496.99,3504.7,2024-07-20 15:29:59.999,0.002082230251717506,0.001060713044761563
2024-07-20 15:30:00,3504.7,3507.7,3494.66,3503.72,2024-07-20 15:59:59.999,-0.000279663606458278,0.0011286597896729323
2024-07-20 16:00:00,3503.71,3507.29,3498.91,3505.81,2024-07-20 16:29:59.999,0.0005963310127599255,0.0011284056047521428
2024-07-20 16:30:00,3505.8,3513.4,3490.53,3498.2,2024-07-20 16:59:59.999,-0.002173041727411821,0.001487475614164582
2024-07-20 17:00:00,3498.19,3518.78,3492.38,3507.69,2024-07-20 17:29:59.999,0.002709150673024691,0.001738957055460402
2024-07-20 17:30:00,3507.7,3539.65,3507.7,3527.16,2024-07-20 17:59:59.999,0.005535313393427964,0.00266507362638675
2024-07-20 18:00:00,3527.17,3531.0,3517.0,3527.0,2024-07-20 18:29:59.999,-4.5363303363476774e-05,0.002699338901814222
2024-07-20 18:30:00,3527.01,3538.0,3522.4,3531.01,2024-07-20 18:59:59.999,0.00113629774723093,0.0026198194762112018
2024-07-20 19:00:00,3531.01,3536.5,3524.0,3525.99,2024-07-20 19:29:59.999,-0.0014227011043615645,0.0028470336502746
2024-07-20 19:30:00,3525.99,3526.81,3508.81,3514.45,2024-07-20 19:59:59.999,-0.003278207138953119,0.0031133066859747073
2024-07-20 20:00:00,3514.44,3524.93,3514.44,3521.59,2024-07-20 20:29:59.999,0.0020295514098419218,0.003040258663047945
2024-07-20 20:30:00,3521.59,3526.22,3520.88,3522.27,2024-07-20 20:59:59.999,0.00019307595611269956,0.0018920634119124194
2024-07-20 21:00:00,3522.28,3523.0,3500.2,3512.89,2024-07-20 21:29:59.999,-0.002666607599051516,0.002128422566765859
2024-07-20 21:30:00,3512.88,3518.08,3508.0,3515.09,2024-07-20 21:59:59.999,0.0006260689620233156,0.002050685146977981
2024-07-20 22:00:00,3515.09,3522.78,3514.42,3517.0,2024-07-20 22:29:59.999,0.00054322400508778,0.002079165140515481
2024-07-20 22:30:00,3517.0,3519.2,3508.0,3514.2,2024-07-20 22:59:59.999,-0.0007964501501908914,0.0015866756078035855
2024-07-20 23:00:00,3514.19,3519.38,3513.37,3519.38,2024-07-20 23:29:59.999,0.0014729343908838671,0.0014541883211498419
2024-07-20 23:30:00,3519.38,3522.02,3516.52,3517.5,2024-07-20 23:59:59.999,-0.000534327726131327,0.0014547267678536142
2024-07-21 00:00:00,3517.5,3528.8,3515.88,3522.98,2024-07-21 00:29:59.999,0.0015567123567326404,0.0009827231538064032
2024-07-21 00:30:00,3522.97,3522.98,3503.7,3507.9,2024-07-21 00:59:59.999,-0.004289654530894335,0.002168419004777076
2024-07-21 01:00:00,3507.89,3519.53,3507.1,3513.78,2024-07-21 01:29:59.999,0.0016748132567845563,0.0023056031419641417
2024-07-21 01:30:00,3513.78,3523.09,3512.42,3515.99,2024-07-21 01:59:59.999,0.0006287545887863438,0.0022994192039488236
2024-07-21 02:00:00,3515.98,3519.93,3514.91,3518.13,2024-07-21 02:29:59.999,0.0006084627689104767,0.0022207891256223813
2024-07-21 02:30:00,3518.13,3522.45,3514.12,3514.25,2024-07-21 02:59:59.999,-0.0011034672169887108,0.0022570013419154432
2024-07-21 03:00:00,3514.25,3520.55,3511.74,3514.0,2024-07-21 03:29:59.999,-7.114146483274486e-05,0.0021027956239888187
2024-07-21 03:30:00,3514.01,3514.8,3510.23,3510.47,2024-07-21 03:59:59.999,-0.001005058117452389,0.0010690190599465274
2024-07-21 04:00:00,3510.47,3513.6,3507.73,3511.65,2024-07-21 04:29:59.999,0.00033608084484667075,0.0007810341805073294
2024-07-21 04:30:00,3511.65,3511.66,3503.48,3504.87,2024-07-21 04:59:59.999,-0.001932582565204629,0.0009775993234457656
2024-07-21 05:00:00,3504.87,3505.99,3494.0,3501.38,2024-07-21 05:29:59.999,-0.0009962534276275825,0.0008095909523122458
2024-07-21 05:30:00,3501.38,3505.24,3499.43,3501.0,2024-07-21 05:59:59.999,-0.00010853452693885959,0.000835355224315566
2024-07-21 06:00:00,3500.99,3503.74,3484.77,3492.17,2024-07-21 06:29:59.999,-0.0025253224768152912,0.0010739865966184127
2024-07-21 06:30:00,3492.17,3492.17,3483.38,3487.04,2024-07-21 06:59:59.999,-0.0014700806893290736,0.0010877715463257702
2024-07-21 07:00:00,3487.04,3490.25,3476.6,3484.75,2024-07-21 07:29:59.999,-0.0006569331785255132,0.0008779365325792594
2024-07-21 07:30:00,3484.76,3489.75,3483.17,3485.01,2024-07-21 07:59:59.999,7.460802097083088e-05,0.0009589564289399608
2024-07-21 08:00:00,3485.0,3492.78,3483.8,3488.05,2024-07-21 08:29:59.999,0.0008719271575459734,0.0012101814451747112
2024-07-21 08:30:00,3488.05,3492.56,3485.5,3488.59,2024-07-21 08:59:59.999,0.00015480231202359855,0.0012375896182841453
2024-07-21 09:00:00,3488.6,3499.0,3487.13,3490.88,2024-07-21 09:29:59.999,0.0006562103088558955,0.00087067176612983
2024-07-21 09:30:00,3490.89,3503.72,3490.61,3501.1,2024-07-21 09:59:59.999,0.0029233514049891523,0.001224681721265012
2024-07-21 10:00:00,3501.1,3507.21,3495.62,3497.31,2024-07-21 10:29:59.999,-0.0010831032678874264,0.0013253029270796548
2024-07-21 10:30:00,3497.31,3499.73,3494.45,3494.46,2024-07-21 10:59:59.999,-0.0008152442537005494,0.001440582673772701
2024-07-21 11:00:00,3494.46,3498.62,3491.76,3491.9,2024-07-21 11:29:59.999,-0.0007328566276506667,0.001494827543823431
2024-07-21 11:30:00,3491.9,3498.79,3490.35,3498.79,2024-07-21 11:59:59.999,0.0019711937536879692,0.0016623107384909652
2024-07-21 12:00:00,3498.79,3503.99,3498.0,3500.0,2024-07-21 12:29:59.999,0.000345774058674671,0.0016608059748386454
